	[1, 1, 1, 16, 16, 1, 20, 20, 20, 1, 1, 4, 4, 4, 1, 16, 16, 16, 16, 16, 1, 4, 4, 4, 1, 1, 1, 1, 1, ],
	[1, 1, 1, 16, 16, 1, 20, 20, 20, 1, 1, 4, 4, 4, 1, 16, 1, 1, 1, 1, 1, 4, 4, 4, 4, 1, 1, 1, 1, ],
	[1, 1, 1, 16, 16, 1, 20, 20, 20, 1, 1, 4, 4, 4, 1, 16, 1, 1, 1, 1, 1, 4, 4, 4, 4, 1, 1, 1, 1, ],
	[1, 1, 1, 16, 16, 1, 1, 0, 1, 1, 1, 4, 4, 4, 1, 16, 1, 1, 1, 1, 1, 4, 4, 4, 4, 1, 1, 1, 1, ],
	[1, 1, 1, 16, 16, 16, 1, 12, 1, 1, 1, 4, 4, 4, 1, 16, 16, 16, 16, 16, 1, 4, 4, 4, 4, 1, 1, 1, 1, ],
	[1, 1, 1, 16, 16, 16, 1, 12, 12, 12, 4, 4, 4, 4, 1, 16, 16, 16, 16, 16, 1, 4, 4, 4, 4, 1, 1, 1, 1, ],
	[1, 1, 1, 16, 16, 16, 1, 12, 12, 12, 4, 4, 4, 4, 1, 16, 16, 16, 16, 16, 1, 4, 4, 4, 4, 1, 1, 1, 1, ],
	[1, 1, 1, 16, 16, 16, 1, 12, 12, 12, 4, 4, 4, 4, 1, 16, 16, 16, 16, 1, 1, 4, 4, 4, 4, 1, 1, 1, 1, ],
	[1, 1, 1, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 1, 1, 1, 4, 4, 4, 4, 1, 1, 1, 1, ],
	[1, 1, 1, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 1, 4, 4, 4, 4, 4, 4, 1, 1, 1, 1, ],
	[1, 1, 20, 20, 20, 20, 20, 20, 20, 20, 1, 16, 16, 16, 16, 16, 16, 16, 1, 4, 4, 4, 4, 4, 4, 1, 1, 1, 1, ],
	[1, 1, 20, 1, 20, 20, 20, 20, 20, 20, 1, 16, 16, 16, 16, 16, 1, 1, 1, 4, 4, 4, 4, 4, 4, 1, 1, 1, 1, ],
	[1, 1, 20, 20, 20, 20, 20, 20, 20, 20, 1, 16, 16, 16, 16, 16, 1, 4, 4, 4, 4, 4, 4, 4, 4, 1, 1, 1, 1, ],
	[1, 1, 1, 20, 20, 20, 20, 1, 0, 1, 1, 16, 16, 16, 16, 16, 1, 4, 4, 4, 4, 4, 4, 4, 4, 1, 1, 1, 1, ],
	[1, 1, 20, 20, 20, 20, 20, 1, 16, 16, 16, 16, 16, 16, 16, 1, 1, 4, 4, 4, 4, 4, 4, 4, 4, 1, 1, 1, 1, ],
	[1, 1, 20, 20, 20, 20, 20, 1, 16, 16, 16, 16, 16, 16, 16, 1, 1, 4, 4, 4, 4, 4, 4, 1, 1, 1, 1, 1, 1, ],
	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 16, 1, 4, 4, 4, 4, 4, 4, 4, 1, 1, 1, 1, 1, 1, ],
	[20, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 4, 4, 4, 4, 4, 4, 1, 1, 1, 1, 1, 1, ],
	[20, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 4, 4, 4, 4, 4, 4, 1, 1, 1, 1, 1, 1, ],
	[20, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 4, 4, 4, 4, 4, 4, 1, 1, 1, 1, 1, 1, ],
	[20, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 4, 4, 4, 4, 4, 4, 1, 1, 1, 1, 1, 1, ],
	[20, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 4, 4, 4, 4, 4, 4, 1, 1, 1, 1, 1, 1, ],
	[20, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 4, 4, 4, 4, 4, 4, 1, 1, 1, 1, 1, 1, ],
	[20, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 12, 12, 12, 12, 12, 12, 12, 1, 1, 1, 1, 1, 1, ],
	[20, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 12, 12, 12, 12, 12, 12, 1, 1, 1, 1, 1, 1, ],
	[20, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 12, 1, 12, 12, 12, 12, 12, 1, 1, 1, 1, 1, 1, ],
	[20, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, ],
]
